"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180","V181","V182","V183","V184","V185","V186","V187","V188","V189","V190","V191","V192","V193","V194","V195","V196","V197","V198","V199","V200"
"22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.23848126540101,6.33127097460935,6.45108807693835,6.5820667679634,6.73076353655373,6.88636126176738,7.04210526591758,7.19113305588419,7.33176543074313,7.45468253401435,7.55705220982192,7.63285657569421,7.67366072957309,7.6854041445031,7.66473037969071,7.61616722033268,7.52287008826058,7.39088793820711,7.2349375747335,7.04793905690864,6.84348864464315,6.60894316904122,6.35853929126641,6.09546398921018,5.83475622638488,5.57006817186095,5.31857332458951,5.08609960710138,4.864576767753,4.66761247948541,4.50093423422143,4.36525156877692,4.26255944526765,4.19526731395115,4.1620827106442,4.1696272667682,4.21199669358816,4.29232542440206,4.40617017802709,4.54250240908191,4.70877503724313,4.88722552955686,5.08846164120389,5.29235112546733,5.50788629403789,5.71924109191682,5.92077373450905,6.11197447120079,6.28930588872127,6.44741936401619,6.58991023124502,6.71247126213973,6.80285293346038,6.88041708873732,6.9432675649129,6.98347670889407,7.01183761162059,7.0192382196695,7.01602840324081,7.00293942049562,6.98636865213759,6.95966570820131,6.9359559417957,6.91509294363563,6.89237991172504,6.87659203573511,6.8678636316023,6.88173810479145,6.89779714134983,6.91263073852723,6.93673245698841,6.95724422421529,6.98620235619351,7.00088307364837,7.00839225773466,6.997386795204,6.96664284425649,6.90867024740995,6.82388750245965,6.71577850752079,6.57548706565418,6.41499122301431,6.22932293227843,6.0353872572035,5.83217375313259,5.62490678013126,5.41302628517233,5.22131294729058,5.03863289381781,4.87114369685305,4.72149474692974,4.58542517699575,4.47654726558863,4.38080790511866,4.31261411782882,4.26025744949806,4.23198660308904,4.21620438618033,4.21600622421174,4.23937445240668,4.27298510704468,4.3262644990761,4.39583310573425,4.48718297157277,4.58268501722213,4.69849704378901,4.82976475670459,4.95625513324207,5.09497911104885,5.23029584151014,5.3618810404559,5.48248341186825,5.59356915368796,5.67954883478316,5.74845686633921,5.79883213274424,5.82104546380446,5.81892083572672,5.78914842118203,5.73901092798104,5.66171836137154,5.56176765289639,5.44599577450703,5.30572930965122,5.15422605829582,4.97792673442501,4.78938319886848,4.59824070021667,4.40439785188216,4.21223454023514,4.03042125050393,3.85377786512355,3.68534147012546,3.54226858925584,3.42231634583155,3.32729686301957,3.26690870103373,3.24339227678093,3.24306060892928,3.27554444223879,3.34847740753897,3.44437109482528,3.56705677863226,3.70230981618934,3.85142693808521,3.99818624700575,4.15595253758777,4.3052002039579,4.45308735388109,4.59146759166155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.91842570376501,6.01625064269298,6.14578061059837,6.29056923668605,6.45648602453746,6.63251232514882,6.8118294459273,6.9863455781074,7.15360801292197,7.30353333914525,7.43298747090497,7.53399725734994,7.5988826340879,7.63236245533041,7.63029962637571,7.59756396571831,7.51678256856281,7.39450303767992,7.24533561780429,7.06234745057758,6.85932707304823,6.62414996464745,6.37220923975103,6.10681008502987,5.84310782510838,5.57470903485822,5.31987629870092,5.08402456662416,4.86010085773371,4.66150407399687,4.4945720242504,4.36026146246243,4.2599845627597,4.19685444186889,4.16814263251021,4.18300541464375,4.2338003622221,4.32366646700271,4.44782537603913,4.59513585596448,4.77278930749765,4.96238027880674,5.17407451355581,5.38791310472717,5.61185686926896,5.83070347670167,6.03748508039628,6.23173313416414,6.41006558008597,6.56737615439725,6.70689859833187,6.82517140916768,6.9097966822645,6.9805222142558,7.03602257675519,7.06836023544949,7.08887298636068,7.08860384746036,7.07818943804883,7.05845932142016,7.03670446471627,7.00598944525609,6.97949418541808,6.95776551012486,6.93577969011051,6.92211746671238,6.91771431119448,6.93714335899732,6.96002456350022,6.98218743700852,7.01464979810636,7.0444417002101,7.08192394735574,7.10403901611533,7.11769135550865,7.11113540465348,7.08365219099856,7.02599972491485,6.9395199828657,6.82694360186327,6.68025132760512,6.51044059052354,6.31368975002819,6.10744497641677,5.89081620860432,5.66950575946965,5.44249121496982,5.23607206761125,5.03927760484197,4.85845427896495,4.69644678511414,4.549059379912,4.43044061112051,4.32677353080997,4.25204483174572,4.1956408602721,4.16413612807096,4.14708732395389,4.14642713506489,4.17007352658028,4.20364470015859,4.25700665157424,4.32561219196303,4.41529563565071,4.50673304090374,4.61628791430724,4.73938995884815,4.85474489232096,4.97894449756412,5.09754469042763,5.20956926999153,5.30885037299396,5.39663730951386,5.45829981891607,5.50211824170185,5.52747920319242,5.52577764153056,5.49998733152517,5.44898626875426,5.37918679977688,5.28514391957136,5.17042016126065,5.04246082808539,4.8931030548976,4.73534017648439,4.55640161329613,4.3677128635263,4.17907447672097,3.99104507259186,3.80663308036826,3.63597751007067,3.4725548565311,3.31982360454733,3.19424154681254,3.0933195378269,3.0182954765909,2.97920844588231,2.97708705812001,2.9975296609352,3.05011245403506,3.14161529487579,3.25452292681995,3.39261104084787,3.5408490642077,3.70052891633514,3.85527961425444,4.01802173155958,4.17103613628249,4.31985735321983,4.45759232512762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.59594821677509,5.69744950930631,5.83518891702088,5.99220419588275,6.17370694154033,6.36838352498698,6.56947237408617,6.76771617351563,6.95993142960952,7.13519250069005,7.29027029808891,7.41514821789406,7.50301050917723,7.55739556195669,7.5733634838257,7.55613052366575,7.48790870659626,7.3757480982542,7.23393578371725,7.05590763763198,6.85556347480457,6.62121224452253,6.36946477265602,6.10367544292759,5.83903223256077,5.56907877465385,5.31319072640886,5.07627964405384,4.85238941355618,4.654709094254,4.48998972985835,4.35948228847626,4.26399344119044,4.2073990205427,4.18544710016375,4.20958704914588,4.27062393779646,4.37152554958352,4.50719695730285,4.66627557808428,4.85551145802837,5.05612747259936,5.27766154174601,5.50043329061475,5.73128286105276,5.95571300560948,6.16552571810106,6.36026801636719,6.53670906378194,6.69017643809205,6.82351662075783,6.93430254924615,7.01005299599659,7.07081275287068,7.11595604205728,7.13766043174654,7.14794273202801,7.13786660658938,7.11845746749185,7.09070760396755,7.06272070612122,7.02735549276503,6.99790973644717,6.97545459705082,6.95470390149808,6.94392267101819,6.9448559581205,6.97088954763573,7.0017299203497,7.03256111404359,7.07467050787081,7.11492646416302,7.16202159804797,7.19266959263743,7.21347478466771,7.21233714388451,7.18901316991275,7.13255349249389,7.0452172266434,6.92898227702851,6.77666515859454,6.59831151018389,6.39141768738698,6.17371786690811,5.94442566718661,5.70993149154215,5.46877362054686,5.24848563130959,5.03849393942536,4.84528222103115,4.67205063548087,4.51468906125607,4.38764039516452,4.27756062733595,4.19791208471253,4.13928154576044,4.10640526357522,4.09017993854006,4.09114640403909,4.11716924375789,4.15279656639872,4.20818368269144,4.27742574276777,4.36672108885234,4.4551260196366,4.55894460959288,4.6738782604638,4.77760894298781,4.88633804202588,4.98677727280979,5.077279206547,5.15292822759672,5.21458857784326,5.24895333843923,5.26447652128997,5.26149443097049,5.23264414665541,5.18012075939727,5.10502350961812,5.01305514027175,4.90018362628884,4.76914779349183,4.62801104117944,4.46923770686642,4.30538377195938,4.12466913525279,3.9373565947862,3.75331713307488,3.57370699155073,3.4000587379853,3.24388783682318,3.09730652474525,2.96414671956871,2.85985176083717,2.78173249499072,2.73037343783352,2.7158593134364,2.73800394571675,2.7817527941925,2.85641426970727,2.96779008550708,3.09842743714912,3.25194720104494,3.41268187082673,3.5817117599852,3.74276828790053,3.9081805683438,4.0622646529259,4.20885637854548,4.34270497492055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.2925679970313,5.39628468999907,5.54058623538115,5.70811207754323,5.90338074383765,6.1147102959063,6.33554130874395,6.55543479287249,6.7705927780455,6.96910891626009,7.14783287569213,7.29467498130286,7.40374954775529,7.47745244494794,7.51002486445984,7.50707590720303,7.45057955952414,7.34808657587157,7.21333571303756,7.04039861007353,6.84320091440459,6.61046397685146,6.36002220849728,6.09521875000211,5.83128493759511,5.56157816716987,5.30653834197541,5.07051941578502,4.84866573568683,4.65397053135817,4.49330189398273,4.36830147590942,4.27916718283075,4.23051635642003,4.21654993270435,4.25078380893533,4.32270715489611,4.43494869889255,4.58216737180694,4.75275582773898,4.95283856165585,5.16357448706556,5.39373543434613,5.62399252261592,5.86000842125724,6.08803231720918,6.29874916855828,6.49167790768467,6.66369581373241,6.81072026451907,6.93517046445278,7.03579999613458,7.1001457862802,7.14844295755527,7.18082239040849,7.18974031238888,7.18800194170384,7.16658170779885,7.1370255291557,7.10046738665323,7.06577418520294,7.02567165901747,6.9936465977545,6.97106956235894,6.95240912933444,6.9455478332829,6.95293347489635,6.98661524410137,7.02643976565153,7.06704134254393,7.11969639445541,7.17113350314937,7.22838533439627,7.26814250931325,7.29655358981727,7.30125446775067,7.28251313938231,7.22784934779499,7.14036072653912,7.02129597031792,6.86435793943008,6.67863679545375,6.46306527634762,6.2354520220573,5.99507294389424,5.74912991713823,5.49570493851884,5.26326847554376,5.04178570697285,4.83780942964875,4.65498547693792,4.48927942148028,4.35523637115828,4.24016689928168,4.15690478588764,4.09730401579676,4.06419453997263,4.04994992471746,4.05356436234679,4.08286438979259,4.12134648627913,4.17936274411648,4.24946566520844,4.33824970217197,4.42332774395629,4.52069141239908,4.62626311059771,4.71684668812321,4.80832620495121,4.88844377904718,4.9550469166254,5.00456387386539,5.03741655480173,5.04188589668817,5.02660713002236,4.99294353321221,4.93491229733367,4.85407501052201,4.75364030236424,4.63874629014337,4.50678655530255,4.35973983726435,4.20621738085757,4.039353488662,3.87105729112416,3.69066595945322,3.50722001425709,3.33050172948056,3.16222016253434,3.00232781140434,2.8636370156637,2.73688406583183,2.62624744718686,2.54587295041716,2.49287008828148,2.46726403247734,2.47889140031397,2.52641278134023,2.59417655968927,2.69117189327213,2.82203919810357,2.96957975644779,3.13723430606213,3.30876177340617,3.48494139773071,3.64987172885048,3.81516742641031,3.96733225229614,4.10847457707544,4.23529647429932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.99695790748475,5.1011794208206,5.25007543455972,5.42606904253557,5.63291170690156,5.85852247615307,6.0966545753237,6.33579028084025,6.57155176363012,6.79101803142129,6.99128914715922,7.15820164581606,7.28686236880723,7.3785801500121,7.42678780231388,7.43745276413394,7.39248796702631,7.29991373111329,7.17270983561522,7.0057259048616,6.81286859995891,6.58319593765197,6.33573169746811,6.07373724108999,5.81247771952382,5.54503486525212,5.29285677988674,5.0597428564305,4.84194122289525,4.65222572921482,4.4973574758053,4.37945665207146,4.29808997666314,4.25864474547197,4.25378292801132,4.29877186245963,4.38199580919115,4.50561772774055,4.66414041452779,4.84561438286463,5.05540031906191,5.27492346557259,5.51198055043707,5.74774490193246,5.98669396308519,6.21584803376734,6.4248923075623,6.61337522047046,6.77820089644305,6.91608604821563,7.02899101976712,7.1170277964305,7.16778280546549,7.20162244866031,7.21948330948186,7.21426326294012,7.19963732153672,7.16635043768988,7.12654886579851,7.08155734061837,7.04082743490436,6.99704209201164,6.96390830214567,6.94285626951323,6.92814023000654,6.92713337249042,6.94289302079848,6.98599004334484,7.03639606194942,7.08835373234422,7.15283787851064,7.21645807666422,7.28459099873918,7.33409948043259,7.37057621443633,7.3815066677793,7.36762422823223,7.31514634325536,7.22789247450951,7.10647977037322,6.94549558155486,6.75314529585518,6.52988888445282,6.29343290000258,6.04307431671094,5.78698905809143,5.52282343305322,5.279723830321,5.04828635756145,4.83511491658363,4.64440151487121,4.47218541800761,4.33284285014404,4.21454274217022,4.1293434088987,4.07037934713744,4.0385230422904,4.0277463715783,4.03527534766419,4.06898636326928,4.11129746025508,4.17263391970408,4.24389407400792,4.3321285761042,4.41371337725977,4.50404676544334,4.59930146173363,4.67553014213729,4.74837447871479,4.80650691855911,4.8473512919122,4.86876189855474,4.87066328247488,4.84313312018768,4.79491291096176,4.72843111583673,4.63923281886388,4.52837083577189,4.40101649978382,4.26192872766769,4.10990457273948,3.94629360384953,3.78014068924962,3.6053698911319,3.43310629735836,3.25385832132849,3.07551030596628,2.90766390597986,2.75250390333328,2.60837744185132,2.48928042318215,2.3846423003513,2.29893857480794,2.24478984772495,2.21908095416205,2.22137493537126,2.26093102253801,2.33536382972134,2.42847353055813,2.54879879060105,2.69966957680382,2.86426598318414,3.04573575949097,3.22738026479145,3.40954496375551,3.57693459242901,3.7402495049066,3.88834550040161,4.0215585662968,4.13887715796144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.73317818064335,4.83666084308441,4.9883603428842,5.17075224744565,5.38665121141303,5.62365389527581,5.8759055743011,6.13089386278434,6.38383110249925,6.62078187937325,6.83925647434398,7.02310150014947,7.16851338234715,7.27584358648995,7.33769688052011,7.36046389148565,7.32612491460028,7.24321399397842,7.12365958105323,6.9633034977133,6.77589899583591,6.55078960243561,6.30810398366512,6.05095482624659,5.79455922620863,5.53171784054434,5.28474021159874,5.05687495045334,4.84543501672408,4.66294883028481,4.515800923592,4.40672791576701,4.33459761352791,4.30554947555769,4.3107554658796,4.36691069480925,4.46154323279702,4.59616359129571,4.76523751521056,4.95642144159727,5.17422188382739,5.40060727993095,5.64231039217814,5.88109542749872,6.120325776108,6.34778487284467,6.55233068692044,6.73357223369108,6.88841271657761,7.01450968017866,7.11330705736015,7.18645709364427,7.22155443285358,7.23908759787532,7.24072234161096,7.22004074860658,7.19147706755154,7.14552769088867,7.09498261910535,7.04134520372719,6.99446505722497,6.94711060084876,6.91323213722809,6.89408242763137,6.88373580347008,6.8889899196698,6.91343250481929,6.96602717687716,7.02698861122061,7.09024850245872,7.16626925319424,7.24161716665395,7.32009236476752,7.37893124188678,7.42307523061485,7.44001975035099,7.43092418098473,7.38093757441216,7.29449387850808,7.17166089079349,7.00788039603955,6.81049738632793,6.58157803274578,6.33847737658383,6.08046543671538,5.81678363782102,5.54464049586417,5.29352606782361,5.05480334384355,4.83507746665183,4.63914415450252,4.46306984877337,4.32088155752973,4.20179403870203,4.11698228844007,4.06080765162433,4.03223418124049,4.0268686710283,4.04008094749439,4.07978769907577,4.12739731969367,4.19325964584971,4.26649707103384,4.35470216574476,4.43314722251355,4.51646733315601,4.60100874864653,4.66228273972019,4.71570794208562,4.75081597242436,4.76468597494318,4.75668477163679,4.72620983299314,4.66530171225181,4.58275565860641,4.48216208734374,4.36064493497934,4.21892601169088,4.06399797055659,3.90034804369835,3.72818900778178,3.54837114030816,3.37020839994612,3.18852387536069,3.01347613115866,2.83682933455943,2.66529801989443,2.50814125964015,2.36799371100062,2.24152773591499,2.1437119249282,2.06280188686712,2.0034671808467,1.97653791727532,1.97876474595432,2.00931895848036,2.07660684887296,2.17728844612176,2.29480085792308,2.43716796832073,2.60626595517144,2.78586327035209,2.97881244315072,3.16812322067638,3.35355735052001,3.52069000105075,3.6792005116401,3.82035058419976,3.9426986650447,4.04771175841455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.49015872943126,4.59181848779605,4.7447743097564,4.9318320424034,5.15473091990384,5.40078200482618,5.66464093695172,5.93284979050068,6.20036238358066,6.45219917918149,6.68639148129069,6.88491333160464,7.04509014860001,7.16639769727877,7.24062188635652,7.27454930728581,7.25037353079588,7.17714128586823,7.06552017954703,6.91246121156545,6.73146424965484,6.51210770434943,6.275590581755,6.02473262384136,5.77474795368498,5.51807356123596,5.27775720363201,5.05655279105787,4.85276972496935,4.67866901529931,4.54003224358095,4.44034272588591,4.37775354304581,4.3590701131422,4.37413951911825,4.44070846608614,4.54574078723038,4.68994982607017,4.86789686480059,5.06686315789839,5.29041599818712,5.52134723407522,5.76529597080566,6.00472496474127,6.24189034700437,6.46536335481447,6.6633296353023,6.83547150228891,6.97864329777159,7.09152386034034,7.17501943537761,7.23231793477563,7.25101289002292,7.25167191555502,7.23657483623567,7.20013169130736,7.15750003424994,7.09881416775685,7.03758832935521,6.97544109482859,6.92251652898146,6.87177684317506,6.83740315603175,6.82026477806812,6.81437538344505,6.82589147322641,6.85882930206357,6.92049992975894,6.99140231855917,7.06534109871431,7.15204712752307,7.23812648685124,7.32585942269028,7.39310994631273,7.44408599577739,7.46645060329537,7.46173110383385,7.41431926331639,7.32908777878474,7.20571602347886,7.04041906490591,6.83980708136767,6.60752789189131,6.36042231747738,6.0976884065819,5.82964421130546,5.55312669997238,5.29765319036459,5.05537107568895,4.83284838504659,4.63550448899574,4.45937792168757,4.3179293249311,4.2015151855849,4.12027118526979,4.06980346747661,4.04713833476276,4.04957389873446,4.07047144708058,4.11783612787276,4.17213418649397,4.24353611140007,4.31937164229823,4.40784828483422,4.48332132516371,4.55950435903588,4.63296324773058,4.67881422798573,4.71237143452535,4.72392523542655,4.71034651370181,4.67246410197441,4.6091530782132,4.5145618789294,4.39745633872845,4.26254772387439,4.10856584318619,3.93610414485452,3.75370185297797,3.56570886779222,3.37368954364459,3.17816680327337,2.98852870629037,2.80064101426819,2.62351521140983,2.45027778493969,2.28650585099353,2.141063688788,2.01697045358741,1.90926168732274,1.83368429571533,1.77751585617447,1.74548810524048,1.74650447812075,1.77715211455426,1.83639706575712,1.9314272132219,2.05811901391576,2.19957490386038,2.36329352741534,2.54954671604168,2.74282370537963,2.94564385564898,3.14081337222995,3.32741027382068,3.49214139817968,3.64342334178317,3.77504373427805,3.8837412185556,3.97364612102976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.27314399785684,4.37122605506578,4.52299015005942,4.71185209133787,4.93833293416182,5.18962745113968,5.46091550205118,5.73802097065677,6.01582135074435,6.27835331768715,6.5243254969339,6.73407336750909,6.90608434000096,7.03909268457189,7.12409796435155,7.1683237575788,7.15427601119164,7.09153984490035,6.98920348875141,6.8454231314518,6.67326654035826,6.46248495084279,6.23519124191576,5.99376765435268,5.75334498504265,5.50601291436287,5.27532583317238,5.06359000889446,4.8700647330568,4.70667129592075,4.57839561460301,4.48957653218547,4.43766166540466,4.43004810078931,4.45542253603144,4.53219775187903,4.6470557453524,4.79979213055735,4.98515932327948,5.19009064590749,5.41712090515598,5.6501737572426,5.89370726320123,6.13100709051471,6.36336037523942,6.58002598124278,6.76879742555769,6.92945949471427,7.05878306975984,7.15659993213084,7.22320856476672,7.26345696290714,7.26484298208263,7.24796293136732,7.21562044358768,7.16322739355486,7.10650156199446,7.03517331291453,6.9634454272978,6.89301541606092,6.83412298521626,6.78011271138151,6.74531676262646,6.72999133169391,6.7282171206373,6.74546992422661,6.78600357629464,6.85553947194564,6.93491217544362,7.01796857405038,7.113469551941,7.2082794832111,7.30320923645163,7.37694883734453,7.43296566088124,7.45928321633057,7.45769429848952,7.4122092016668,7.32797310599047,7.20443569268844,7.03856151044793,6.83629016833526,6.60282495917665,6.35432269530666,6.0898447851201,5.82082997164295,5.54369954459903,5.28771802842134,5.04577889720206,4.82437186068112,4.62951189896764,4.45715892074192,4.31997801950616,4.209603318964,4.1349915696443,4.09292653972212,4.07864809559533,4.09106410853673,4.12153048618092,4.17816786402802,4.24053852629329,4.3186026137046,4.39781599032978,4.4871274454828,4.56013059924848,4.62946942253401,4.69183596145837,4.72221900147813,4.73584718031022,4.72365174115764,4.68243562015997,4.61446442429572,4.51808257685816,4.38964652388773,4.23792311698133,4.06869627004082,3.88229846444737,3.67946128010187,3.46998001951562,3.25825060250463,3.04709523782217,2.83691597201839,2.63687017829231,2.44404376437746,2.26611588621425,2.09758070100825,1.94292313090663,1.81049749778871,1.70361171325336,1.61567363160849,1.56304318654315,1.53214334608239,1.52765930647347,1.55651905911036,1.61511787502383,1.70240506464469,1.82409352378573,1.97546201736953,2.13941489104516,2.32292693557899,2.52459642691539,2.7297814294391,2.940653938819,3.13995238447959,3.32591578237088,3.48661993919711,3.62899506563166,3.7493561149109,3.84260817486123,3.91559951630702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
